Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean
2485,"""WATER QUALITY OF RIVER- GANGA""","""GANGA UPSTREAM- VINDHYACHAL- MIRZAPUR""","""UTTAR PRADESH""",19,32,27.4,5.9,11.1,8.7,7.6,8.3,8,201,537,387,2.3,10.5,3.7,0,6.5,1.96,40,700,332,110,5400,1995
2486,"""WATER QUALITY OF RIVER- GANGA""","""GANGA DOWNSTREAM- MIRZAPUR""","""UTTAR PRADESH""",18,33,27.1,5.1,10.3,7.7,7.3,8.2,7.8,207,555,396,2.9,4.5,3.6,0,7.8,2.29,230,7000,2377,490,17000,5708
1070,"""WATER QUALITY OF RIVER- GANGA""","""AT VARANASI UPSTREAM (ASSIGHAT)""","""UTTAR PRADESH""",18,27,22.3,7.5,7.8,7.6,7.5,7.8,7.6,224,266,250,3.7,4.2,3.9,NA,NA,NA,8000,8000,8000,13000,13000,13000
1071,"""WATER QUALITY OF RIVER- GANGA""","""AT VARANASI DOWNSTREAM (MALVIYA BRIDGE)""","""UTTAR PRADESH""",18.5,27.5,22.8,7,7.2,7.1,7.9,8.1,8,240,290,272,5.2,9.6,8,NA,NA,NA,34000,46000,40000,46000,70000,58000
1073,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT TRIGHAT (GHAZIPUR)""","""UTTAR PRADESH""",19.5,28.5,23.8,7,7.4,7.3,7.9,8.2,8,232,270,257,4.1,4.4,4.3,NA,NA,NA,13000,13000,13000,17000,21000,19667
1074,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT BUXAR-BIHAR""","""BIHAR""",16,31,24.4,7.8,9,8.4,7.6,8.5,8.2,287,402,345,2.7,2.8,2.8,NA,NA,NA,1100,9000,3122,2800,16000,6867
2551,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT BUXAR- RAMREKHAGHAT""","""BIHAR""",16,31,23.7,7.8,8.7,8.4,7.4,8.6,8.2,310,386,357,2.6,3,2.9,NA,NA,NA,5000,9000,7500,16000,24000,22000
1077,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT KHURJI- PATNA UPSTREAM""","""BIHAR""",17,32,25.1,8,8.9,8.4,7.9,8.6,8.2,262,416,327,2.6,2.8,2.7,NA,NA,NA,1300,5000,2767,2400,16000,7044
2556,"""WATER QUALITY OF RIVER- GANGA""","""AT INDRAPURI- DEHRI ON SONE""","""BIHAR""",19,29,23.2,7.9,8.8,8.3,7.3,8.3,7.8,228,288,259,2.6,2.8,2.7,NA,NA,NA,700,2400,1188,1400,3000,2338
2564,"""WATER QUALITY OF RIVER- GANGA""","""AT CONFL. SONE DORIGANJ- CHAPRA""","""BIHAR""",16,25,22.3,7.9,9.3,8.5,7.1,8.1,7.7,214,380,298,2.7,2.8,2.8,NA,NA,NA,1100,3000,1922,2200,5000,3933
2552,"""WATER QUALITY OF RIVER- GANGA""","""DARBHANGA GHAT AT PATNA""","""BIHAR""",18,31,24.1,7.9,8.7,8.4,7.9,8.6,8.3,271,410,334,2.8,3,2.9,NA,NA,NA,9000,9000,9000,16000,24000,23111
1079,"""WATER QUALITY OF RIVER- GANGA""","""AT PATNA DOWNSTREAM (GANGA BRIDGE)""","""BIHAR""",18,32,24.4,7.9,8.7,8.4,8,8.6,8.2,292,495,350,2.7,3,2.9,NA,NA,NA,3000,9000,5667,9000,24000,18778
2555,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT PUNPUN- PATNA""","""BIHAR""",19,33,24.6,6.9,8,7.3,7.1,8.7,7.8,312,574,413,2.6,3,2.7,NA,NA,NA,1100,3000,1589,2200,9000,3667
2553,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT FATUHA""","""BIHAR""",18,31,24.6,8,8.8,8.4,8.1,8.7,8.3,282,420,327,2.7,2.9,2.8,NA,NA,NA,1400,5000,2675,3000,16000,7313
1817,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT MOKAMA (UPSTREAM)""","""BIHAR""",20,30,25,7.1,8.7,8,7.8,8.2,8,339,389,375,2.6,2.8,2.7,NA,NA,NA,1100,5000,2575,2200,16000,6588
1815,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT MOKAMA (DOWNSTREAM)""","""BIHAR""",20,28,24.6,6.8,8.8,7.9,7.6,8.2,8,362,388,375,2.9,3,3,NA,NA,NA,2100,9000,7638,8000,24000,22000
1818,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT MUNGER""","""BIHAR""",20,28,24.8,6.2,8.6,7.8,7.7,8.1,8,298,366,345,2.6,2.9,2.7,NA,NA,NA,800,5000,2178,2200,9000,4967
2554,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT SULTANGANJ- BHAGALPUR""","""BIHAR""",20,27,24.6,6.4,8.7,7.8,7.6,8.1,7.9,354,384,363,2.7,2.8,2.7,NA,NA,NA,1300,3000,1943,2200,5000,3371
1819,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT BHAGALPUR""","""BIHAR""",20,27,24.9,6.2,8.6,7.7,7.7,8.1,7.9,355,395,368,2.6,2.9,2.8,NA,NA,NA,1300,9000,3686,2200,90000,22743
1816,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT KAHALGAON""","""BIHAR""",19,30,25,6.4,8.7,7.9,7.7,8.2,8,286,372,344,2.7,2.9,2.8,NA,NA,NA,1100,9000,5611,2800,24000,11422
1080,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT BAHARAMPORE""","""WEST BENGAL""",14.5,32,26.3,6.9,11.2,8.3,7.2,8.4,7.8,209,360,294,1,3.9,2.2,0.19,0.73,0.39,17000,240000,105364,26000,300000,140545
2511,"""WATER QUALITY OF RIVER- GANGA""","""NABADIP ON GANGA-GHOSHPARA NEAR MONIPURGHAT""","""WEST BENGAL""",15,32,26,6.7,10.6,8.5,7.1,8.3,7.8,147,352,290,1,3.7,2.1,0.05,0.75,0.34,1300,50000,13573,1700,90000,21973
2506,"""WATER QUALITY OF RIVER- GANGA""","""TRIBENI ON GANGA- NR BURNING GHAT""","""WEST BENGAL""",20,32,27.8,4.8,13.4,8.2,7,8.5,7.9,185,354,289,0.8,2.9,1.7,0,0.52,0.26,700,11000,3064,900,14000,4755
1054,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT PALTA""","""WEST BENGAL""",19,30.5,27,5.7,11,7.7,7.2,8.2,7.8,181,353,287,1.3,2.8,2.1,0.14,0.85,0.43,23000,220000,84667,50000,280000,128333
1472,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT SERAMPORE""","""WEST BENGAL""",20,33,28.3,5.1,13.2,7.8,7.1,8.4,7.9,185,355,286,0.9,3.2,1.9,0,0.54,0.26,14000,170000,66667,22000,220000,97917
1053,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT DAKSHINESHWAR""","""WEST BENGAL""",18,32,26.9,5.2,13.9,7.8,7.3,8.3,7.8,235,370,306,3,5,4,0.06,0.89,0.3,17000,1100000,270333,22000,2500000,653083
1471,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT HOWRAH-SHIVPUR""","""WEST BENGAL""",19,32,27,4.8,12.8,7.3,7.5,8.2,7.8,194,370,301,2.4,8.2,4,0.02,0.72,0.27,33000,650000,130750,34000,850000,223667
1470,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT GARDEN REACH""","""WEST BENGAL""",16,33,26.6,4.4,12.2,6.8,7.5,8.3,7.8,235,371,316,1.9,5.6,4.1,0.04,1,0.29,8000,400000,164833,11000,650000,247167
1052,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT ULUBERIA""","""WEST BENGAL""",18,37,27.1,4.3,11,5.9,7.5,8.4,7.8,234,545,326,0.3,5.9,2.8,0.1,1.26,0.38,14000,140000,32500,17000,280000,68833
1469,"""WATER QUALITY OF RIVER- GANGA""","""GANGA AT DIAMOND HARBOUR""","""WEST BENGAL""",18,32,26.8,5.4,8.5,7.1,7.5,8.5,7.9,261,10240,3186,1.1,5.1,2.3,0.08,0.74,0.34,8000,80000,20333,11000,110000,30667
1492,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT YAMUNOTRI""","""UTTARAKHAND""",4,7.9,6,8.2,8.5,8.4,7.6,7.6,7.6,60,88,74,NA,NA,NA,0,0.4,0.2,NA,NA,NA,NA,NA,NA
1493,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT HANUMANCHATTI""","""UTTARAKHAND""",8.6,11.5,10.1,8.7,9.3,9,7.7,7.9,7.8,97,124,111,NA,NA,NA,0,0.4,0.2,NA,NA,NA,NA,NA,NA
1494,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT UPSTREAM OF LAKHWAR DAM""","""UTTARAKHAND""",10.3,22.2,18.8,6.2,11.2,8.3,7.2,8.2,7.8,124,220,171,0.2,1.6,0.9,0,0.4,0.06,150,400,275,210,2300,1255
1490,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT UPSTREAM DAK PATTHAR""","""UTTARAKHAND""",12.2,23.4,19.3,7,8.9,7.7,7.4,8.1,7.8,118,276,185,1.2,5.8,2.7,0,0.5,0.07,430,9300,4865,12,24000,4015
1553,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA - UPSTREAM PAONTA SAHIB""","""HIMACHAL PRADESH""",11,26,20.5,6.1,10.2,8,7,8.2,7.6,273,646,482,0.8,1.6,1.1,0,0.61,0.19,4,15000,1616,10,93000,11596
1554,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA - DOWNSTREAM PAONTA SAHIB""","""HIMACHAL PRADESH""",13,26,21.7,6.4,10.2,8.2,7.4,8.1,7.8,187,426,321,0.6,1.6,1.1,0,0.85,0.34,5,17,10,10,26,16
1117,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT HATHNIKUND""","""HARYANA""",11,25,20.6,6.2,13.2,9.1,7.3,8.6,7.8,206,360,273,1,3,1.4,NA,NA,NA,400,240000,31218,2300,1100000,133350
1496,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT KALANAUR- YAMUNA NAGAR""","""HARYANA""",13,32,24.7,6.1,9.4,7.5,7.5,8.7,7.9,212,603,372,1,2,1.1,NA,NA,NA,700,93000,27020,9300,460000,150630
1119,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT SONEPAT""","""HARYANA""",11,30,24.5,5.7,9.2,6.9,7.4,8.7,7.9,224,780,438,1,4,2.3,NA,NA,NA,900,540000,69933,4300,1600000,266611
1120,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT WAZIRABAD""","""DELHI""",11.6,31.5,24,5,10.3,7.8,7.7,8.6,8,231,1090,594,1,4,2.2,NA,NA,NA,400,46000,9125,1100,240000,45764
1121,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT NIZAMUDDIN""","""DELHI""",12.5,30,23.7,0,4.5,0.8,7.3,8.5,7.8,363,1905,1154,4,26,15.5,NA,NA,NA,430000,210000000,42000000,930000,1100000000,250000000
1375,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL)""","""DELHI""",13.5,30,23.7,0,3.5,0.5,7.2,8.5,7.8,403,1529,969,3,26,13,NA,NA,NA,230000,1100000000,110000000,430000,1600000000,190000000
1497,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT MAZAWALI""","""UTTAR PRADESH""",14,32,26.1,0,4.4,1.6,7.2,7.8,7.5,353,1397,991,4,36,14.5,NA,NA,NA,43000,24000000,3283222,93000,110000000,25000000
2495,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT KESIGHAT- VRINDAVAN""","""UTTAR PRADESH""",13,13,13,2.1,2.1,2.1,6.9,6.9,6.9,NA,NA,NA,14.4,14.4,14.4,NA,NA,NA,21000,21000,21000,70000,70000,70000
1123,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT MATHURA UPSTREAM""","""UTTAR PRADESH""",14,36.5,28.1,0,8,3.8,7.3,8.1,7.7,NA,NA,NA,5,41,11.4,NA,NA,NA,9000,4300000,718000,43000,46000000,5877333
2494,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT VISHRAMGHAT- MATHURA""","""UTTAR PRADESH""",13,13,13,0.8,0.8,0.8,7,7,7,NA,NA,NA,15.4,15.4,15.4,NA,NA,NA,37000,37000,37000,70000,70000,70000
1124,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT MATHURA DOWNSTREAM""","""UTTAR PRADESH""",15,35,27.6,2.8,7.2,4.8,7.4,8.3,7.8,368,1590,1058,5,17,8.8,NA,NA,NA,23000,15000000,2374000,93000,110000000,14000000
1125,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT AGRA UPSTREAM""","""UTTAR PRADESH""",10,33,26,2.1,7.3,4.3,7.4,8.1,7.8,332,1466,1070,3,11,7,NA,NA,NA,17000,700000,284900,33000,1500000,694300
1126,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT DOWNSTREAM OF AGRA""","""UTTAR PRADESH""",15,35,28.4,0.2,6.3,3.1,7.5,8.3,7.9,349,1766,1142,4,29,11,NA,NA,NA,23000,46000000,6380100,49000,110000000,23000000
2493,""" WATER QUALITY OF RIVER- YAMUNA""","""RIVER YAMUNA AT SHAHPUR""","""UTTAR PRADESH""",15,15,15,3.8,3.8,3.8,7.3,7.3,7.3,193,193,193,11.8,11.8,11.8,NA,NA,NA,37000,37000,37000,38000,38000,38000
1498,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT BATESWAR""","""UTTAR PRADESH""",16,38,28.1,0,13.5,6.9,7.3,8.5,8,367,1730,1126,3,15,8.5,NA,NA,NA,6800,930000,223780,15000,4600000,753800
1127,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT ETAWAH""","""UTTAR PRADESH""",16,38,27.7,2.2,15.4,8.8,7.6,8.8,8.2,395,1866,1061,1,15,8.1,NA,NA,NA,4000,400000,99030,23000,930000,298200
1499,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT JUHIKA B/C WITH CHANBAL- ETAWAH""","""UTTAR PRADESH""",15,37,27.2,4.8,17,9.7,7.6,8.7,8.2,306,1390,744,1,7,4.2,NA,NA,NA,9000,900000,137630,22000,2100000,417900
1129,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT ALLAHABAD""","""UTTAR PRADESH""",16.9,26.5,21.9,5.8,8.2,7.4,7.3,7.7,7.5,109,708,433,1.8,3.8,2.6,0,2.03,1.39,22,22000,3195,110,92000,13416
1069,""" WATER QUALITY OF RIVER- YAMUNA""","""YAMUNA AT ALLAHABAD DOWNSTREAM (BALUA GHAT)""","""UTTAR PRADESH""",22.2,30,26.7,2.4,8.4,6.5,7.2,8.3,7.9,285,1101,610,1.6,6.8,2.5,1.2,1.56,1.33,1200,1700,1450,2600,3000,2833
2724,""" WATER QUALITY OF TRIBUTARY STREAMS- SUSWA ""","""SUSWA RIVER AT MOTHRAWALA- DEHRADUN""","""UTTARAKHAND""",16.8,30.7,24.6,1.6,5.2,3.9,6.4,8.4,7.5,585,835,733,3.6,38,23,0,8.4,0.7,140000,150000,145000,1600,720000,112033
2728,""" WATER QUALITY OF TRIBUTARY STREAMS- GOLA ""","""GOLA RIVER AT HALDWANI""","""UTTARAKHAND""",12,15,13.5,8.2,10,9.1,7,8,7.5,250,260,255,2,2.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,""" WATER QUALITY OF TRIBUTARY STREAMS- RAMGANGA ""","""RAMGANGA AT KANNAUJ (BEFORE CONF.)""","""UTTAR PRADESH""",15,32,25.7,4.5,9.7,7.1,6.7,8.5,7.8,58,748,430,4.2,12.4,5.9,0.83,7.32,3.79,400,7000,2992,900,28000,11775
2497,""" WATER QUALITY OF TRIBUTARY STREAMS- KALINADI (EAST)""","""KALINADI (EAST) AT KHARKHODA- PARIKSHIT GARH RD- VILL. KOL- MEERUT""","""UTTAR PRADESH""",10,30,21.8,NA,NA,NA,7.4,7.7,7.6,1340,2040,1733,70,100,86,0,10.4,5.52,230000,340000,260000,240000,355000,329167
1480,""" WATER QUALITY OF TRIBUTARY STREAMS- KALINADI (EAST)""","""KALINADI (EAST) AT UPSTREAM OF GULAOTHI TOWN IN BULANDSAHAR""","""UTTAR PRADESH""",NA,NA,NA,NA,NA,NA,7.5,7.7,7.6,806,1942,1532,57,161,100,0.2,1.2,0.7,2300000,460000000,230000000,7500000,1100000000,550000000
1065,""" WATER QUALITY OF TRIBUTARY STREAMS- KALINADI (EAST)""","""KALINADI (EAST) AT KANNAUJ (BEFORE CONF.)""","""UTTAR PRADESH""",15,32,25.6,5.4,7.7,6.6,7.2,8.7,7.9,148,564,406,4,16,7,0.68,8.12,3.72,700,15000,3567,2800,64000,20842
2482,""" WATER QUALITY OF TRIBUTARY STREAMS- VARUNA ""","""VARUNA AT RAMESHWAR- VARANASI""","""UTTAR PRADESH""",18,27.5,22.8,7.4,7.6,7.5,7.6,7.9,7.8,234,270,252,3.8,4.3,4.1,NA,NA,NA,8000,13000,10500,14000,17000,15500
2483,""" WATER QUALITY OF TRIBUTARY STREAMS- VARUNA ""","""VARUNA B/C WITH RIVER GANGA AT VARANASI""","""UTTAR PRADESH""",18,27.5,22.8,5.2,5.8,5.5,8.3,8.5,8.4,270,304,287,18.4,27.6,23,NA,NA,NA,70000,79000,74500,94000,110000,102000
1361,""" WATER QUALITY OF TRIBUTARY STREAMS- SAI ""","""SAI AT UNNAO AFTER DRAIN OUTFALL""","""UTTAR PRADESH""",14,31,23.8,5.6,11.5,8.8,7.4,8.6,7.9,253,552,399,2.2,4,2.7,0,4.6,1.7,230,2200,1093,1100,4300,2708
2484,""" WATER QUALITY OF TRIBUTARY STREAMS- SAI ""","""SAI AT JALALPUR- JAUNPUR""","""UTTAR PRADESH""",18.5,27.5,23,7.3,7.5,7.4,7.7,7.8,7.7,230,262,246,3.8,4.4,4.1,NA,NA,NA,11000,11000,11000,14000,14000,14000
1350,""" WATER QUALITY OF TRIBUTARY STREAMS- GOMTI ""","""GOMTI AT SITAPUR UPSTREAM AT WATER INTAKE""","""UTTAR PRADESH""",18.5,31,25,5.9,10.9,8.5,7.5,8.2,7.9,166,451,355,2,10,3.1,0,3.6,1.47,270,790,444,1100,2200,1560
1351,""" WATER QUALITY OF TRIBUTARY STREAMS- GOMTI ""","""GOMTI AT LUCKNOW UPSTREAM AT WATER INTAKE POINT""","""UTTAR PRADESH""",21,31.5,27.8,5.5,10.3,7.9,7.4,8.1,7.9,184,458,355,2.5,9.3,3.6,0,4.7,1.71,700,2200,1560,2200,3500,2950
1352,""" WATER QUALITY OF TRIBUTARY STREAMS- GOMTI ""","""GOMTI AT LUCKNOW DOWNSTREAM""","""UTTAR PRADESH""",21,31.5,27.8,2.5,4.4,3.6,7.2,7.8,7.4,215,521,427,4.2,10.5,7.5,0,8.3,3.74,49333,94000,70800,79333,130000,103367
1353,""" WATER QUALITY OF TRIBUTARY STREAMS- GOMTI ""","""GOMTI AT JAUNPUR DOWNSTREAM""","""UTTAR PRADESH""",18.5,27.7,23.1,7.2,7.4,7.3,7.9,8,7.9,236,274,255,4.2,4.4,4.3,NA,NA,NA,17000,17000,17000,21000,21000,21000
1072,""" WATER QUALITY OF TRIBUTARY STREAMS- GOMTI ""","""GOMTI AT VARANASI""","""UTTAR PRADESH""",19,27,22.8,7.4,7.6,7.5,7.6,7.9,7.7,232,252,244,3.8,4.2,4,NA,NA,NA,13000,13000,13000,17000,17000,17000
2491,""" WATER QUALITY OF TRIBUTARY STREAMS- RAPTI ""","""RAPTI AT RAJGHAT- GORAKHPUR""","""UTTAR PRADESH""",14,31,24,6.8,7.8,7.5,8.1,8.2,8.1,258,486,387,2.9,7.5,3.6,0.22,1.02,0.55,100,210,158,280,440,363
1363,""" WATER QUALITY OF TRIBUTARY STREAMS- RAPTI ""","""RAPTI A/C R. HONIN NR.DOMINGARH RLY BDG- GORAKHPUR""","""UTTAR PRADESH""",15,32,23.5,7.4,8,7.7,8.1,8.2,8.2,338,456,370,2.3,3.4,2.8,0.2,0.82,0.39,40,100,75,160,260,198
1354,""" WATER QUALITY OF TRIBUTARY STREAMS- SARYU ""","""SARYU AT AYODHYA AT MAIN BATHING GHAT""","""UTTAR PRADESH""",14,22,18.5,8,9.8,9.1,7.5,8.5,7.7,128,311,226,2.3,2.9,2.6,0.58,0.66,0.62,3100,4900,4091,5800,7100,6509
1355,""" WATER QUALITY OF TRIBUTARY STREAMS- GHAGHARA ""","""GHAGHARA AT DEORIA DOWNSTREAM""","""UTTAR PRADESH""",12,30,23.8,7.4,7.9,7.7,8.1,8.3,8.2,360,476,421,2.3,3.2,2.8,0.22,0.84,0.44,80,140,118,220,380,295
2492,""" WATER QUALITY OF TRIBUTARY STREAMS- GHAGHRA ""","""GHAGHRA AT BARHALGANJ- GORAKHPUR""","""UTTAR PRADESH""",10,32,23.5,7.4,7.9,7.6,7.9,8.3,8.1,304,492,425,2.7,3.3,3,0.25,0.86,0.5,100,200,153,240,440,328
1076,""" WATER QUALITY OF TRIBUTARY STREAMS- GHAGHARA ""","""GHAGHARA NEAR CHAPRA""","""BIHAR""",14,23,21.1,8.4,9.5,8.8,7.6,8.1,7.8,256,325,297,2.6,2.7,2.6,NA,NA,NA,800,1700,1229,1700,3500,2543
1359,""" WATER QUALITY OF TRIBUTARY STREAMS- RIHAND ""","""RIHAND AT RENUKUT UPSTREAM""","""UTTAR PRADESH""",22,28.5,26.2,6.8,8.9,7.6,7.3,8.1,7.7,142,238,178,1,2.2,1.4,0.67,1,0.82,900,1400,1100,1100,2300,1800
1360,""" WATER QUALITY OF TRIBUTARY STREAMS- RIHAND ""","""RIHAND AT RENUKUT DOWNSTREAM""","""UTTAR PRADESH""",22,28.8,26.3,1.5,8.8,7.2,7.3,8.1,7.7,135,247,185,1.2,7.2,2.1,0.73,1.04,0.89,1100,1600,1300,1700,2600,2142
1075,""" WATER QUALITY OF TRIBUTARY STREAMS- SONE ""","""SONE AT KOELWAR""","""BIHAR""",14,30,23.2,7.6,8.6,8.1,7.2,8.5,7.9,172,298,251,2.5,2.8,2.6,NA,NA,NA,500,1700,1056,1300,5000,2300
1078,""" WATER QUALITY OF TRIBUTARY STREAMS- GANDAK ""","""GANDAK AT SONEPUR- PATNA (BEFORE CONFL.)""","""BIHAR""",15,24,21.7,8,9.4,8.5,7.2,8.2,7.8,225,324,262,2.5,2.7,2.6,NA,NA,NA,700,1500,989,1100,2800,1844
2568,""" WATER QUALITY OF TRIBUTARY STREAMS- GANDAK ""","""GANDAK AT REWAGHAT- MUJAFFARPUR""","""BIHAR""",24,24,24,7,7,7,8.7,8.7,8.7,343,343,343,2.5,2.5,2.5,NA,NA,NA,500,500,500,1100,1100,1100
2570,""" WATER QUALITY OF TRIBUTARY STREAMS- GANDAK ""","""GANDAK AT SAMASTIPUR ROAD BRIDGE""","""BIHAR""",23,24,23.5,6.8,7,6.9,7.5,8,7.7,235,344,290,2.5,2.7,2.6,NA,NA,NA,700,1300,1000,2200,2400,2300
2575,""" WATER QUALITY OF TRIBUTARY STREAMS- SIKRAHNA ""","""SIKRAHNA RIVER AT LAL PARSE- BITTIAH""","""BIHAR""",20,28,24.3,7.2,8.3,7.8,7.8,8.6,8.1,265,365,330,2.7,2.8,2.7,NA,NA,NA,900,1400,1200,2400,3000,2733
1820,""" WATER QUALITY OF TRIBUTARY STREAMS- SIKRANA ""","""SIKRANA AT CHANPATIYA""","""BIHAR""",22,23,22.7,7.8,8.2,7.9,8,8.4,8.2,275,395,331,2.7,2.8,2.7,NA,NA,NA,1100,1400,1267,2200,2800,2600
2562,""" WATER QUALITY OF TRIBUTARY STREAMS- BURHI GANDAK""","""BURHI GANDAK AT AKHARAGHAT- MUZAFFARPUR""","""BIHAR""",19,30,24.7,6.8,8.2,7.6,7.8,8.5,8,225,816,480,2.6,2.8,2.7,NA,NA,NA,700,1300,1033,1700,3000,2500
2558,""" WATER QUALITY OF TRIBUTARY STREAMS- HARBORA ""","""HARBORA RIVER AT NARKATIAGANJ""","""BIHAR""",21,28,24,4,7.8,6.5,7.6,8.3,8,376,642,469,2.6,12,5.8,NA,NA,NA,1100,3000,2167,2200,8000,5067
2567,""" WATER QUALITY OF TRIBUTARY STREAMS- KAMALA ""","""KAMALA RIVER AT BENIPATTI (MADHUBANI)""","""BIHAR""",24,24,24,7.6,7.6,7.6,7.4,7.9,7.6,210,225,218,2.6,2.8,2.7,NA,NA,NA,800,800,800,1300,2200,1750
2569,""" WATER QUALITY OF TRIBUTARY STREAMS- KAMALA ""","""KAMALA RIVER AT DARBHANGA""","""BIHAR""",24,24,24,7.4,7.6,7.5,7.3,7.6,7.5,210,218,214,2.5,2.8,2.7,NA,NA,NA,800,1300,1050,1700,2200,1950
2563,""" WATER QUALITY OF TRIBUTARY STREAMS- MANUSMAR ""","""MANUSMAR RIVER AT RIGA-SITAMARHI""","""BIHAR""",24,25,24.3,4,7.2,5.8,7.5,8.6,8,325,390,368,2.9,10,5.3,NA,NA,NA,800,1300,1067,1700,5000,3167
2565,"""WATER QUALITY OF TRIBUTARY STREAMS- KOSHI""","""KOSHI RIVER AT KURSHELA AT KATIHAR""","""BIHAR""",26,30,28,5.6,7.4,6.5,7.5,8,7.8,286,286,286,2.5,2.8,2.7,NA,NA,NA,800,1300,1050,2400,2400,2400
2566,"""WATER QUALITY OF TRIBUTARY STREAMS- KOSHI""","""KOSHI RIVER AT MADHEPURA""","""BIHAR""",24,30,26.7,5.4,7.8,6.8,7.2,8,7.6,340,409,375,2.5,2.8,2.7,NA,NA,NA,700,3000,1600,1700,5000,2967
1821,"""WATER QUALITY OF TRIBUTARY STREAMS- DAHA""","""DAHA AT SIWAM""","""BIHAR""",24,25,24.7,7.3,8,7.6,7.6,8.2,7.8,324,410,361,2.6,2.8,2.7,NA,NA,NA,800,1100,900,1700,2400,2100
2560,"""WATER QUALITY OF TRIBUTARY STREAMS- DAHA""","""DOWNSTREAM DAHA RIVER AT SASAMUSA""","""BIHAR""",20,23,22,7.2,7.8,7.6,7.2,7.6,7.4,334,585,445,2.4,3,2.7,NA,NA,NA,800,9000,4267,3000,24000,10667
2561,"""WATER QUALITY OF TRIBUTARY STREAMS- DAHA""","""DAHA RIVER AT ITWA BRIDGE- SIWAN""","""BIHAR""",20,28,24,7.6,8.2,8,7.4,8.8,8,310,456,391,2.5,2.9,2.7,NA,NA,NA,1300,1700,1433,2200,3000,2733
